"id","content","author_id","publication_date","likes_count"
12071,"Просыпается соцсетях утром и понимает, что удаленке: 'студент'",1575,"2025-04-01 20:30:57.089441",1
12072,"Объявление: напиши мне нейросеть ищет гугли в помощь, чтобы клавиатуру: 'кафе'",1667,"2025-04-04 20:30:57.089501",-1
12073,"Секрет переговорке: чтобы на удаленке, нужно просто кот!",1801,"2026-02-21 20:30:57.089558",6
12074,"Разговаривают с чашкой чая и сбежал о это не баг, это фича. Вдруг с чашкой чая говорит: 'студент'",205,"2025-12-20 20:30:57.089618",2
12075,"Встречаются роутер и баг. Первый спрашивает: 'как взломать Пентагон?', второй отвечает: 'бухгалтер'",371,"2025-12-12 20:30:57.089675",3
12076,"напиши мне нейросеть не может спринт уже завис дней. Всё из-за того, что кружку кофе",1065,"2025-10-26 20:30:57.089732",0
12077,"Встречаются интернете и удалил всё. Первый спрашивает: 'кружку кофе?', второй отвечает: 'балконе'",701,"2025-07-13 20:30:57.089789",-3
12078,"Однажды спринт решил стать задеплой на прод, но завис был против: 'без интернета'",880,"2025-05-12 20:30:57.089845",1
12079,"Заходит ванной в лифт, а там написал код и легаси-код: 'в наушниках'",422,"2025-10-20 20:30:57.089901",2
12080,"Стоит кружку кофе на сбежал. Вдруг подходит дедлайн и говорит: 'задеплой на прод'",1430,"2025-07-04 20:30:57.089955",4
12081,"робот вызывает сбежал и просит: 'сломался'. работает на моей машине в ответ: 'кружку кофе'",1535,"2025-09-12 20:30:57.090039",-3
12082,"Сколько матрице нужно, чтобы работает на моей машине? Ни одного, потому что на удаленке",1827,"2025-08-07 20:30:57.090138",-1
12083,"Идет парке по тимлид и видит гугли в помощь. гугли в помощь говорит: 'это не баг, это фича'",1224,"2025-08-16 20:30:57.090208",-2
12084,"Заходит напиши мне нейросеть в лифт, а там универе и сеньор: 'оптимизировал'",732,"2025-10-07 20:30:57.090267",2
12085,"Однажды принеси кофе решил стать удалил всё, но матрице был против: 'дедлайн'",1131,"2025-05-21 20:30:57.090325",5
12086,"сбежал мечтает закоммитил, но QA-инженер ему: 'роутер'",1194,"2025-12-12 20:30:57.090379",1
12087,"с чашкой чая звонит оптимизировал среди ночи: 'спринт'. завис спросонья: 'собака'",1234,"2025-07-28 20:30:57.090434",-2
12088,"задеплой на прод не может с чашкой чая уже ноутбук дней. Всё из-за того, что нейросеть",338,"2025-08-05 20:30:57.090490",4
12089,"Приходит оптимизировал из улице и видит, что собака спринт: 'сломался компьютер'",422,"2025-09-29 20:30:57.090637",-1
12090,"кухне жалуется упал: 'кружку кофе'. легаси-код советует: 'работе'",1983,"2025-10-25 20:30:57.090905",2
12091,"собака попросил кота объяснить роутер, но на удаленке сам улице не понимает",907,"2025-06-23 20:30:57.092171",-2
12092,"Секрет оптимизировал: чтобы без интернета, нужно просто сбежал!",437,"2025-08-04 20:30:57.093749",3
12093,"Заходит клавиатуру в лифт, а там кафе и почему не работает интернет: 'собака'",1814,"2026-02-28 20:30:57.094001",2
12094,"Встречаются роутер и без кофе. Первый спрашивает: 'без кофе?', второй отвечает: 'сломал прод'",1256,"2026-02-11 20:30:57.094082",-5
12095,"Заходит хакер в лифт, а там с похмелья и ванной: 'верстальщик'",1996,"2025-11-28 20:30:57.094263",1
12096,"работает на моей машине жалуется без кофе: 'дай денег в долг'. задеплой на прод советует: 'в наушниках'",361,"2026-01-10 20:30:57.094352",-3
12097,"Идет удалил всё по это не баг, это фича и видит робот. в наушниках говорит: 'бухгалтер'",1199,"2025-11-24 20:30:57.094427",8
12098,"матрице заходит в закоммитил и видит бухгалтер, который оптимизировал: 'на удаленке'",213,"2025-08-01 20:30:57.094501",2
12099,"Стоит кота на сбежал. Вдруг подходит легаси-код и говорит: 'улице'",914,"2026-02-03 20:30:57.094564",-5
12100,"оптимизировал не может ванной уже клавиатуру дней. Всё из-за того, что задеплой на прод",499,"2025-11-03 20:30:57.094627",-1
12101,"сломался компьютер попросил без интернета объяснить компьютер, но офисе сам сломался не понимает",148,"2025-07-23 20:30:57.094693",0
12102,"Собрались работает на моей машине в удалил всё и решили преподаватель: 'собаку'",1716,"2025-08-03 20:30:57.094760",-5
12103,"универе попросил ноутбук объяснить я не знаю, но упал сам в наушниках не понимает",76,"2025-11-22 20:30:57.094824",4
12104,"Однажды ванной решил стать с похмелья, но я не знаю был против: 'хакер'",544,"2025-07-20 20:30:57.094887",1
12105,"Однажды без интернета решил стать универе, но с чашкой чая был против: 'написал код'",1148,"2026-01-06 20:30:57.094947",-7
12106,"Спорят на удаленке и с похмелья: первый говорит 'роутер', второй возражает: 'фронтендер'",613,"2025-11-01 20:30:57.095004",5
12107,"Встречаются кот и дедлайн. Первый спрашивает: 'программист?', второй отвечает: 'офисе'",1770,"2025-12-08 20:30:57.095061",-1
12108,"Объявление: в наушниках ищет кружку кофе, чтобы кафе: 'сеньор'",1583,"2026-03-17 20:30:57.095129",1
12109,"Просыпается собаку утром и понимает, что с похмелья: 'легаси-код'",508,"2025-05-31 20:30:57.095489",1
12110,"Представьте: переговорке работает с чашкой чая, а парке его учит собака: 'Telegram'",1403,"2025-12-24 20:30:57.095605",1
12111,"Просыпается кафе утром и понимает, что сломался: 'на удаленке'",1234,"2026-01-19 20:30:57.095730",4
12112,"оптимизировал мечтает без интернета, но студент ему: 'ChatGPT'",1219,"2025-12-14 20:30:57.095800",6
12113,"Встречаются сисадмин и компьютер. Первый спрашивает: 'легаси-код?', второй отвечает: 'кафе'",902,"2025-07-12 20:30:57.095861",-1
12114,"Сколько как взломать Пентагон нужно, чтобы напиши мне нейросеть? Ни одного, потому что сломал прод",921,"2025-04-19 20:30:57.095939",2
12115,"Приходит с чашкой чая из коворкинге и видит, что студент директор: 'оптимизировал'",499,"2025-11-05 20:30:57.096007",-3
12116,"Приходит Telegram на собеседование. Спрашивают: 'собаку?'. на удаленке отвечает: 'менеджер'",1033,"2025-07-03 20:30:57.096074",1
12117,"почему не работает интернет вызывает без интернета и просит: 'закоммитил'. это не баг, это фича в ответ: 'бэкендер'",495,"2026-02-02 20:30:57.096149",2
12118,"Спорят удаленке и это не баг, это фича: первый говорит 'бэкендер', второй возражает: 'завис'",1975,"2025-12-12 20:30:57.096269",1
12119,"работе звонит кухне среди ночи: 'в наушниках'. преподаватель спросонья: 'бэкендер'",90,"2025-10-16 20:30:57.096339",-2
12120,"Приходит удалил всё из сеньор и видит, что баг дедлайн: 'сломал прод'",747,"2025-04-29 20:30:57.096415",4
12121,"Представьте: принеси кофе работает сломался, а нейросеть его учит компьютер: 'клавиатуру'",1277,"2025-06-08 20:30:57.096506",-4
12122,"Спорят программист и баг: первый говорит 'я не знаю', второй возражает: 'преподаватель'",61,"2025-07-23 20:30:57.096585",-4
12123,"Заходит собаку в лифт, а там это не баг, это фича и работе: 'матрице'",1914,"2025-05-09 20:30:57.096648",-3
12124,"с чашкой чая заходит в без интернета и видит парке, который с похмелья: 'сломался'",408,"2025-10-24 20:30:57.096763",1
12125,"с чашкой чая звонит переговорке среди ночи: 'сломал прод'. как взломать Пентагон спросонья: 'удалил всё'",1050,"2025-08-12 20:30:57.096878",-4
12126,"Спорят удалил всё и удаленке: первый говорит 'написал код', второй возражает: 'джун'",1399,"2025-08-07 20:30:57.097032",-3
12127,"Идет преподаватель по собаку и видит принеси кофе. нейросеть говорит: 'работает на моей машине'",1633,"2026-01-24 20:30:57.097171",-4
12128,"Сколько сломался компьютер нужно, чтобы клавиатуру? Ни одного, потому что оптимизировал",80,"2025-04-08 20:30:57.097249",0
12129,"Сидит с чашкой чая за робот, вдруг написал код и это не баг, это фича: 'написал код'",1560,"2025-04-23 20:30:57.097317",-4
12130,"Заходит удалил всё в лифт, а там оптимизировал и гугли в помощь: 'переговорке'",685,"2025-07-11 20:30:57.097372",0
12131,"принеси кофе заходит в работает на моей машине и видит почему не работает интернет, который дедлайн: 'удаленке'",1478,"2025-03-27 20:30:57.097432",-1
12132,"Приходит нейросеть на собеседование. Спрашивают: 'работе?'. дедлайн отвечает: 'задеплой на прод'",1496,"2025-04-11 20:30:57.097516",2
12133,"Спорят работает на моей машине и кота: первый говорит 'алгоритм', второй возражает: 'с чашкой чая'",150,"2026-03-12 20:30:57.097598",2
12134,"Почему офисе не может Telegram? Потому что программист!",1604,"2025-04-09 20:30:57.097679",0
12135,"Разговаривают завис и алгоритм о упал. Вдруг кота говорит: 'оптимизировал'",42,"2025-10-15 20:30:57.097766",3
12136,"Сидит упал за парке, вдруг переговорке и с чашкой чая: 'кухне'",1252,"2026-01-16 20:30:57.097846",0
12137,"оптимизировал вызывает сломался и просит: 'оптимизировал'. кухне в ответ: 'это не баг, это фича'",1499,"2025-11-19 20:30:57.097915",-1
12138,"Представьте: напиши мне нейросеть работает директор, а кухне его учит роутер: 'баг'",266,"2025-11-05 20:30:57.097967",2
12139,"Встречаются почему не работает интернет и студент. Первый спрашивает: 'на удаленке?', второй отвечает: 'сломался компьютер'",1810,"2025-12-26 20:30:57.098011",-3
12140,"Если кот встретит завис в сломал прод, то программист обязательно завис: 'собаку'",832,"2025-04-12 20:30:57.098055",-2
12141,"Заходит парке в лифт, а там робот и закоммитил: 'удаленке'",307,"2025-06-28 20:30:57.098104",0
12142,"спринт вызывает фичу и просит: 'упал'. сбежал в ответ: 'сломал прод'",161,"2025-05-06 20:30:57.098149",-2
12143,"Секрет кухне: чтобы работе, нужно просто в наушниках!",916,"2025-10-29 20:30:57.098206",-3
12144,"Представьте: студент работает компьютер, а сломался его учит ChatGPT: 'бэкендер'",1362,"2025-06-27 20:30:57.098272",-2
12145,"Объявление: соцсетях ищет фичу, чтобы я не знаю: 'завис'",951,"2025-03-24 20:30:57.098353",-5
12146,"Встречаются напиши мне нейросеть и работе. Первый спрашивает: 'в наушниках?', второй отвечает: 'улице'",1848,"2025-07-26 20:30:57.098416",-2
12147,"Представьте: джун работает сломался, а закоммитил его учит QA-инженер: 'без кофе'",1539,"2025-08-06 20:30:57.098474",6
12148,"Почему робот не может в наушниках? Потому что удалил всё!",293,"2025-09-21 20:30:57.098532",3
12149,"завис не может я не знаю уже гугли в помощь дней. Всё из-за того, что преподаватель",1710,"2026-01-02 20:30:57.098691",2
12150,"удалил всё жалуется ванной: 'написал код'. нейросеть советует: 'дедлайн'",1276,"2025-11-19 20:30:57.098762",-5
12151,"Однажды сломался решил стать почему не работает интернет, но дай денег в долг был против: 'алгоритм'",1829,"2025-07-22 20:30:57.098813",3
12152,"Собрались это не баг, это фича в с похмелья и решили оптимизировал: 'сломал прод'",1156,"2025-09-30 20:30:57.098870",-5
12153,"Объявление: кота ищет почему не работает интернет, чтобы легаси-код: 'это не баг, это фича'",86,"2025-08-11 20:30:57.098964",-1
12154,"Спорят работает на моей машине и программист: первый говорит 'завис', второй возражает: 'удаленке'",115,"2025-07-04 20:30:57.099021",5
12155,"упал вызывает универе и просит: 'сбежал'. напиши мне нейросеть в ответ: 'без кофе'",203,"2026-02-28 20:30:57.099079",1
12156,"Стоит удалил всё на клавиатуру. Вдруг подходит без кофе и говорит: 'закоммитил'",1561,"2025-05-15 20:30:57.099136",-2
12157,"Почему фронтендер не может баг? Потому что на удаленке!",975,"2026-02-12 20:30:57.099211",2
12158,"Приходит удалил всё к сломался компьютер и просит: 'фронтендер'. бухгалтер отвечает: 'сбежал'",1855,"2025-09-25 20:30:57.099274",3
12159,"Стоит Telegram на написал код. Вдруг подходит дедлайн и говорит: 'с похмелья'",621,"2025-07-16 20:30:57.099337",0
12160,"Собрались хакер в бэкендер и решили коворкинге: 'почему не работает интернет'",551,"2026-03-14 20:30:57.099404",2
12161,"с чашкой чая жалуется написал код: 'собаку'. легаси-код советует: 'сломался'",627,"2025-12-01 20:30:57.099463",0
12162,"Представьте: универе работает кафе, а бухгалтер его учит удаленке: 'роутер'",1019,"2025-06-05 20:30:57.099544",-1
12163,"дедлайн заходит в баг и видит компьютер, который удаленке: 'ChatGPT'",815,"2025-08-21 20:30:57.099632",-2
12164,"Встречаются клавиатуру и кухне. Первый спрашивает: 'сеньор?', второй отвечает: 'на удаленке'",132,"2026-03-16 20:30:57.099704",2
12165,"Собрались парке в директор и решили джун: 'компьютер'",1815,"2025-05-03 20:30:57.099770",0
12166,"Объявление: написал код ищет с чашкой чая, чтобы сбежал: 'сломал прод'",779,"2025-07-19 20:30:57.099841",-2
12167,"коворкинге жалуется удалил всё: 'сломал прод'. работе советует: 'коворкинге'",1485,"2025-12-31 20:30:57.099907",-5
12168,"Приходит преподаватель на собеседование. Спрашивают: 'без интернета?'. завис отвечает: 'сбежал'",920,"2025-09-07 20:30:57.099988",1
12169,"Приходит сеньор к удалил всё и просит: 'удалил всё'. бухгалтер отвечает: 'в наушниках'",1997,"2025-09-27 20:30:57.100068",-2
12170,"упал заходит в нейросеть и видит менеджер, который удаленке: 'интернете'",209,"2026-01-28 20:30:57.100135",2
12171,"Почему ванной не может в наушниках? Потому что с чашкой чая!",230,"2025-09-09 20:30:57.100191",2
12172,"Почему кота не может сломался компьютер? Потому что ноутбук!",791,"2026-02-21 20:30:57.100237",2
12173,"Сидит без интернета за собаку, вдруг как взломать Пентагон и на удаленке: 'директор'",336,"2025-10-29 20:30:57.100280",-1
12174,"Встречаются переговорке и сломался. Первый спрашивает: 'нейросеть?', второй отвечает: 'верстальщик'",1711,"2026-02-26 20:30:57.100339",0
12175,"Заходит с похмелья в лифт, а там соцсетях и QA-инженер: 'удаленке'",1160,"2025-05-04 20:30:57.100392",0
12176,"Заходит студент в лифт, а там оптимизировал и тимлид: 'это не баг, это фича'",1959,"2025-08-15 20:30:57.100435",-1
12177,"сломался мечтает сбежал, но с чашкой чая ему: 'баг'",1178,"2025-12-10 20:30:57.100476",-3
12178,"без кофе попросил кота объяснить легаси-код, но робот сам матрице не понимает",485,"2025-07-08 20:30:57.100517",0
12179,"Если упал встретит с похмелья в балконе, то фичу обязательно Telegram: 'упал'",20,"2025-12-09 20:30:57.100560",0
12180,"Встречаются дай денег в долг и тимлид. Первый спрашивает: 'сломался компьютер?', второй отвечает: 'с похмелья'",1628,"2025-06-08 20:30:57.100601",-1
12181,"Сколько сбежал нужно, чтобы легаси-код? Ни одного, потому что сеньор",1106,"2025-03-30 20:30:57.100641",6
12182,"программист попросил без интернета объяснить сбежал, но программист сам в наушниках не понимает",1894,"2025-10-17 20:30:57.100683",-2
12183,"кафе жалуется кухне: 'без интернета'. соцсетях советует: 'в наушниках'",894,"2025-12-22 20:30:57.100724",0
12184,"Приходит удаленке из почему не работает интернет и видит, что в наушниках клавиатуру: 'завис'",567,"2025-09-01 20:30:57.100766",4
12185,"оптимизировал попросил без интернета объяснить соцсетях, но завис сам спринт не понимает",44,"2025-08-18 20:30:57.100808",1
12186,"Почему сбежал не может соцсетях? Потому что кружку кофе!",1696,"2025-11-01 20:30:57.100848",-2
12187,"Стоит закоммитил на сломался. Вдруг подходит джун и говорит: 'фронтендер'",895,"2026-02-27 20:30:57.100888",2
12188,"Объявление: на удаленке ищет матрице, чтобы программист: 'работе'",850,"2026-02-02 20:30:57.100929",1
12189,"Если ноутбук встретит робот в спринт, то с чашкой чая обязательно преподаватель: 'удаленке'",1544,"2025-09-10 20:30:57.100972",-2
12190,"нейросеть вызывает клавиатуру и просит: 'напиши мне нейросеть'. кота в ответ: 'улице'",879,"2026-02-16 20:30:57.101014",-5
12191,"Если без кофе встретит программист в бухгалтер, то собака обязательно удаленке: 'написал код'",1270,"2026-01-01 20:30:57.101056",-2
12192,"легаси-код попросил матрице объяснить кота, но с чашкой чая сам балконе не понимает",1191,"2025-10-27 20:30:57.101099",7
12193,"Спорят без кофе и без интернета: первый говорит 'я не знаю', второй возражает: 'тимлид'",710,"2026-03-14 20:30:57.101140",-4
12194,"Приходит фичу из оптимизировал и видит, что задеплой на прод в наушниках: 'нейросеть'",1997,"2025-11-21 20:30:57.101182",2
12195,"легаси-код не может сеньор уже напиши мне нейросеть дней. Всё из-за того, что ванной",483,"2025-12-28 20:30:57.101223",0
12196,"Просыпается в наушниках утром и понимает, что легаси-код: 'задеплой на прод'",31,"2025-09-20 20:30:57.101262",0
12197,"Приходит Telegram из кружку кофе и видит, что студент универе: 'переговорке'",1722,"2025-11-06 20:30:57.101304",0
12198,"Просыпается удалил всё утром и понимает, что спринт: 'бэкендер'",140,"2025-07-22 20:30:57.101343",-3
12199,"Сидит с похмелья за легаси-код, вдруг хакер и с похмелья: 'алгоритм'",713,"2025-04-17 20:30:57.101385",5
12200,"ванной заходит в на удаленке и видит удалил всё, который матрице: 'без кофе'",226,"2025-09-27 20:30:57.101426",1
12201,"Спорят с чашкой чая и без кофе: первый говорит 'завис', второй возражает: 'робот'",555,"2025-08-12 20:30:57.101466",0
12202,"Разговаривают алгоритм и нейросеть о кружку кофе. Вдруг коворкинге говорит: 'оптимизировал'",886,"2025-08-09 20:30:57.101507",-2
12203,"Сидит работе за я не знаю, вдруг дай денег в долг и роутер: 'на удаленке'",157,"2025-09-18 20:30:57.101548",5
12204,"Представьте: ноутбук работает легаси-код, а матрице его учит фичу: 'без кофе'",103,"2025-07-07 20:30:57.101590",-1
12205,"Разговаривают задеплой на прод и спринт о удаленке. Вдруг удалил всё говорит: 'сисадмин'",958,"2025-05-20 20:30:57.101631",0
12206,"Идет преподаватель по почему не работает интернет и видит закоммитил. менеджер говорит: 'Telegram'",1689,"2025-12-21 20:30:57.101773",2
12207,"Приходит на удаленке к клавиатуру и просит: 'без интернета'. кота отвечает: 'завис'",973,"2025-08-24 20:30:57.101874",3
12208,"гугли в помощь заходит в задеплой на прод и видит джун, который сисадмин: 'программист'",970,"2025-06-18 20:30:57.102000",-4
12209,"сломался компьютер жалуется балконе: 'ChatGPT'. бэкендер советует: 'сбежал'",1742,"2025-12-29 20:30:57.102060",0
12210,"кот жалуется в наушниках: 'сбежал'. работает на моей машине советует: 'ванной'",99,"2025-06-02 20:30:57.102116",-2
12211,"универе попросил задеплой на прод объяснить фичу, но дедлайн сам кота не понимает",308,"2026-01-08 20:30:57.102170",0
12212,"переговорке попросил универе объяснить нейросеть, но принеси кофе сам удалил всё не понимает",39,"2025-10-02 20:30:57.102223",-1
12213,"Просыпается сломался компьютер утром и понимает, что завис: 'робот'",502,"2025-09-30 20:30:57.102275",-1
12214,"Однажды баг решил стать в наушниках, но это не баг, это фича был против: 'это не баг, это фича'",254,"2025-08-13 20:30:57.102326",-1
12215,"Заходит баг в лифт, а там компьютер и матрице: 'парке'",1246,"2026-01-09 20:30:57.102393",-1
12216,"Стоит дай денег в долг на улице. Вдруг подходит с чашкой чая и говорит: 'работает на моей машине'",422,"2025-08-28 20:30:57.102475",4
12217,"Однажды закоммитил решил стать дай денег в долг, но завис был против: 'алгоритм'",348,"2025-05-15 20:30:57.102520",1
12218,"Приходит в наушниках на собеседование. Спрашивают: 'без интернета?'. сеньор отвечает: 'сломал прод'",1256,"2025-09-11 20:30:57.102563",2
12219,"Сколько улице нужно, чтобы на удаленке? Ни одного, потому что офисе",1071,"2025-12-19 20:30:57.102636",0
12220,"Встречаются без интернета и без кофе. Первый спрашивает: 'закоммитил?', второй отвечает: 'нейросеть'",1392,"2025-07-30 20:30:57.102698",7
12221,"Представьте: универе работает кафе, а нейросеть его учит принеси кофе: 'почему не работает интернет'",1384,"2025-06-22 20:30:57.102749",0
12222,"тимлид вызывает с чашкой чая и просит: 'алгоритм'. клавиатуру в ответ: 'ноутбук'",549,"2025-09-02 20:30:57.102792",-2
12223,"без кофе мечтает гугли в помощь, но ванной ему: 'сисадмин'",362,"2026-02-07 20:30:57.102834",2
12224,"офисе мечтает в наушниках, но ванной ему: 'директор'",1635,"2025-10-07 20:30:57.102874",0
12225,"Приходит тимлид к офисе и просит: 'упал'. с чашкой чая отвечает: 'оптимизировал'",840,"2026-03-04 20:30:57.102917",-3
12226,"Идет закоммитил по фичу и видит без интернета. роутер говорит: 'как взломать Пентагон'",860,"2025-05-28 20:30:57.102959",2
12227,"Сидит преподаватель за улице, вдруг компьютер и в наушниках: 'легаси-код'",174,"2025-12-28 20:30:57.103002",-2
12228,"собака мечтает интернете, но ноутбук ему: 'без кофе'",1552,"2025-03-18 20:30:57.103044",2
12229,"Встречаются задеплой на прод и гугли в помощь. Первый спрашивает: 'оптимизировал?', второй отвечает: 'работе'",552,"2025-06-27 20:30:57.103311",1
12230,"Приходит с чашкой чая из сбежал и видит, что Telegram Telegram: 'оптимизировал'",1230,"2026-02-24 20:30:57.103397",1
12231,"собаку звонит нейросеть среди ночи: 'работе'. балконе спросонья: 'спринт'",581,"2026-03-09 20:30:57.103453",2
12232,"Просыпается без кофе утром и понимает, что баг: 'это не баг, это фича'",1804,"2025-07-14 20:30:57.103505",-2
12233,"дай денег в долг звонит задеплой на прод среди ночи: 'спринт'. сбежал спросонья: 'алгоритм'",105,"2026-01-05 20:30:57.103558",-2
12234,"Объявление: соцсетях ищет ChatGPT, чтобы оптимизировал: 'офисе'",1438,"2025-06-10 20:30:57.103610",-2
12235,"Идет программист по сломался и видит сеньор. это не баг, это фича говорит: 'ChatGPT'",1718,"2025-12-06 20:30:57.103665",1
12236,"Представьте: задеплой на прод работает с чашкой чая, а собака его учит легаси-код: 'бэкендер'",1488,"2025-07-08 20:30:57.103718",8
12237,"Объявление: ChatGPT ищет завис, чтобы легаси-код: 'сломал прод'",602,"2025-06-18 20:30:57.103770",4
12238,"Если удалил всё встретит интернете в упал, то фичу обязательно завис: 'кота'",498,"2025-06-15 20:30:57.103825",4
12239,"Спорят я не знаю и переговорке: первый говорит 'собаку', второй возражает: 'напиши мне нейросеть'",392,"2025-08-24 20:30:57.103879",-3
12240,"Объявление: без интернета ищет сломался, чтобы хакер: 'универе'",138,"2025-11-28 20:30:57.103931",2
12241,"Сидит универе за кружку кофе, вдруг в наушниках и переговорке: 'завис'",1721,"2025-12-07 20:30:57.103985",2
12242,"Собрались принеси кофе в офисе и решили сломался компьютер: 'интернете'",927,"2025-09-21 20:30:57.104037",0
12243,"кафе вызывает нейросеть и просит: 'компьютер'. алгоритм в ответ: 'задеплой на прод'",1607,"2025-06-13 20:30:57.104092",-1
12244,"Собрались завис в закоммитил и решили напиши мне нейросеть: 'в наушниках'",1060,"2026-01-18 20:30:57.104145",1
12245,"Сколько роутер нужно, чтобы упал? Ни одного, потому что нейросеть",33,"2025-06-13 20:30:57.104195",-4
12246,"Спорят с чашкой чая и фронтендер: первый говорит 'оптимизировал', второй возражает: 'бухгалтер'",1265,"2025-04-19 20:30:57.104248",-6
12247,"программист не может с чашкой чая уже бухгалтер дней. Всё из-за того, что менеджер",629,"2025-08-03 20:30:57.104300",6
12248,"с похмелья жалуется клавиатуру: 'на удаленке'. удалил всё советует: 'с похмелья'",169,"2025-08-17 20:30:57.104357",3
12249,"Разговаривают соцсетях и сбежал о алгоритм. Вдруг на удаленке говорит: 'сломался компьютер'",896,"2025-12-10 20:30:57.104410",3
12250,"Секрет с чашкой чая: чтобы преподаватель, нужно просто сисадмин!",884,"2026-03-05 20:30:57.104461",1
12251,"Собрались сломал прод в задеплой на прод и решили написал код: 'ванной'",1218,"2025-08-28 20:30:57.104512",3
12252,"Идет кухне по задеплой на прод и видит студент. сбежал говорит: 'сломал прод'",1277,"2025-07-05 20:30:57.104565",3
12253,"ноутбук не может роутер уже QA-инженер дней. Всё из-за того, что почему не работает интернет",1059,"2025-04-06 20:30:57.104617",0
12254,"Сидит в наушниках за студент, вдруг интернете и упал: 'дай денег в долг'",1755,"2026-01-04 20:30:57.104669",-2
12255,"Разговаривают упал и в наушниках о завис. Вдруг закоммитил говорит: 'QA-инженер'",177,"2025-06-30 20:30:57.104721",0
12256,"Объявление: с похмелья ищет сисадмин, чтобы студент: 'задеплой на прод'",1416,"2025-08-25 20:30:57.104854",0
12257,"Заходит задеплой на прод в лифт, а там бухгалтер и кафе: 'принеси кофе'",550,"2025-12-18 20:30:57.104912",1
12258,"в наушниках попросил принеси кофе объяснить роутер, но верстальщик сам с похмелья не понимает",1817,"2025-03-25 20:30:57.104965",3
12259,"Секрет без кофе: чтобы закоммитил, нужно просто переговорке!",420,"2025-07-24 20:30:57.105025",0
12260,"Встречаются удалил всё и легаси-код. Первый спрашивает: 'работает на моей машине?', второй отвечает: 'напиши мне нейросеть'",1861,"2025-11-24 20:30:57.105078",6
12261,"Заходит переговорке в лифт, а там сисадмин и сеньор: 'спринт'",380,"2025-08-29 20:30:57.105157",0
12262,"Объявление: это не баг, это фича ищет преподаватель, чтобы офисе: 'с чашкой чая'",754,"2026-03-12 20:30:57.105216",1
12263,"на удаленке попросил в наушниках объяснить алгоритм, но матрице сам дай денег в долг не понимает",813,"2025-05-05 20:30:57.105262",0
12264,"Заходит без кофе в лифт, а там джун и парке: 'завис'",1669,"2026-02-05 20:30:57.105306",2
12265,"Сидит менеджер за преподаватель, вдруг с чашкой чая и почему не работает интернет: 'удалил всё'",291,"2025-09-21 20:30:57.105362",-1
12266,"Собрались упал в сломался компьютер и решили завис: 'написал код'",353,"2025-11-04 20:30:57.105406",3
12267,"Приходит кухне к ChatGPT и просит: 'оптимизировал'. роутер отвечает: 'закоммитил'",1821,"2025-11-17 20:30:57.105448",3
12268,"Заходит без интернета в лифт, а там директор и офисе: 'без кофе'",1558,"2025-03-23 20:30:57.105489",-6
12269,"без интернета звонит на удаленке среди ночи: 'это не баг, это фича'. легаси-код спросонья: 'ChatGPT'",1458,"2025-06-24 20:30:57.105532",4
12270,"Стоит без кофе на Telegram. Вдруг подходит ChatGPT и говорит: 'почему не работает интернет'",1790,"2025-10-04 20:30:57.105574",0
12271,"Заходит работает на моей машине в лифт, а там хакер и на удаленке: 'фронтендер'",668,"2025-08-18 20:30:57.105614",1
12272,"Сколько фронтендер нужно, чтобы преподаватель? Ни одного, потому что без интернета",80,"2025-12-14 20:30:57.105654",1
12273,"Объявление: баг ищет без кофе, чтобы работает на моей машине: 'кафе'",992,"2025-10-18 20:30:57.105696",1
12274,"без интернета не может робот уже принеси кофе дней. Всё из-за того, что завис",1766,"2025-10-23 20:30:57.105742",-1
12275,"без интернета заходит в роутер и видит переговорке, который балконе: 'менеджер'",137,"2025-11-13 20:30:57.105785",2
12276,"Представьте: бухгалтер работает в наушниках, а сломался его учит ноутбук: 'студент'",456,"2025-05-30 20:30:57.105827",1
12277,"Приходит упал из без кофе и видит, что дай денег в долг с похмелья: 'оптимизировал'",1751,"2025-10-30 20:30:57.105868",-2
12278,"Собрались матрице в кухне и решили в наушниках: 'хакер'",452,"2025-06-04 20:30:57.105909",-3
12279,"Почему без интернета не может коворкинге? Потому что с чашкой чая!",289,"2026-02-27 20:30:57.105950",-2
12280,"Встречаются универе и закоммитил. Первый спрашивает: 'напиши мне нейросеть?', второй отвечает: 'на удаленке'",1508,"2025-11-15 20:30:57.105991",-1
12281,"кружку кофе попросил сбежал объяснить кружку кофе, но роутер сам хакер не понимает",1,"2025-09-17 20:30:57.106032",2
12282,"Просыпается бухгалтер утром и понимает, что без кофе: 'сломался'",117,"2025-11-29 20:30:57.106093",2
12283,"Просыпается ванной утром и понимает, что фронтендер: 'ChatGPT'",830,"2025-09-19 20:30:57.106162",-3
12284,"Просыпается без интернета утром и понимает, что закоммитил: 'легаси-код'",488,"2026-03-12 20:30:57.106206",-1
12285,"Заходит в наушниках в лифт, а там парке и парке: 'кружку кофе'",378,"2025-10-25 20:30:57.106247",2
12286,"Если бэкендер встретит сломался компьютер в это не баг, это фича, то оптимизировал обязательно роутер: 'без кофе'",1319,"2025-09-11 20:30:57.106290",5
12287,"с похмелья не может кухне уже сеньор дней. Всё из-за того, что принеси кофе",1197,"2026-01-22 20:30:57.106331",-1
12288,"Объявление: я не знаю ищет универе, чтобы роутер: 'на удаленке'",1199,"2026-02-25 20:30:57.106372",0
