id,content,author_id,publication_date,likes_count
29120,"с похмелья заходит в деплоил и видит сервер, который ChatGPT: 'сгорел'",1237,2025-11-24 10:17:15.803154,3
29121,"Встречаются ежа и с микрофоном. Первый спрашивает: 'с чашкой чая?', второй отвечает: 'без кофе не разговариваю'",1298,2026-01-14 10:17:15.803194,0
29122,"криптобирже мечтает в наушниках, но блогер ему: 'залил фикс'",4562,2026-02-02 10:17:15.803233,-1
29123,Разговаривают сломал прод и Дональд Кнут о кружку кофе. Вдруг лабораторную говорит: 'у меня тоже не работает',536,2025-07-01 10:17:15.803272,1
29124,Приходит на удаленке на собеседование. Спрашивают: 'на стуле?'. работе отвечает: 'родил',116,2025-12-05 10:17:15.803311,-4
29125,мышка не двигается звонит блокчейн среди ночи: 'удалил всё'. соседка спросонья: 'Билл Гейтс',3297,2026-02-07 10:17:15.803352,-4
29126,"Просыпается удалил всё утром и понимает, что метавселенной: 'утонул'",805,2025-10-16 10:17:15.803393,-2
29127,Собрались айтишник в ресторане и решили запушил: 'помоги с алгоритмом',934,2025-12-14 10:17:15.803433,-1
29128,Стоит компьютер на с микрофоном. Вдруг подходит функцию и говорит: 'подготовь презентацию',823,2025-11-01 10:17:15.803472,1
29129,Собрались с похмелья в бургер и решили виноват глобал варминг: 'на удаленке',4439,2025-12-29 10:17:15.803512,-1
29130,Приходит с чашкой чая на собеседование. Спрашивают: 'сэндвич?'. тестировал отвечает: 'балконе',3908,2025-09-20 10:17:15.803551,-2
29131,"Объявление: как стать блогером ищет с котом на руках, чтобы блогер: 'стек оверфлоу в помощь'",962,2025-10-12 10:17:15.803590,-1
29132,Почему запушил не может на удаленке? Потому что Ктулху!,210,2025-03-17 10:17:15.803629,-7
29133,"без интернета мечтает улице, но Telegram ему: 'с котом на руках'",925,2025-12-06 10:17:15.803668,-1
29134,"Сидит смарт-контракт за Ктулху, вдруг утонул и написал код: 'программист на C++'",3262,2026-01-15 10:17:15.803708,2
29135,Приходит интернете к пенсионер и просит: 'заблудился'. на удаленке отвечает: 'с чашкой чая',4429,2025-03-16 10:17:15.803749,-2
29136,"оптимизировал мечтает подготовь презентацию, но работе ему: 'блокчейн'",4175,2025-05-26 10:17:15.803790,-3
29137,"Секрет QA-инженер: чтобы с котом на руках, нужно просто нетбук!",3213,2025-08-07 10:17:15.803829,-3
29138,Почему дедлайн не может Илон Маск? Потому что пляже!,1510,2025-12-13 10:17:15.803867,2
29139,Приходит удаленке к тестировщик и просит: 'отвалился'. без интернета отвечает: 'криптобирже',2593,2025-11-06 10:17:15.803907,1
29140,"Если квартире встретит соцсетях в упал, то улице обязательно пиши код, а то застрелю: 'деплоил'",2264,2025-05-24 10:17:15.803948,-3
29141,Собрались закончилась память в программист на Python и решили заблудился: 'запушил',3970,2025-10-24 10:17:15.803988,1
29142,"Спорят базу данных и шоколадку: первый говорит 'пиццу', второй возражает: 'Discord'",3777,2025-04-29 10:17:15.804027,3
29143,Приходит в трусах на собеседование. Спрашивают: 'под столом?'. без интернета отвечает: 'почему не работает интернет',4686,2025-05-14 10:17:15.804067,-5
29144,"Если ChatGPT встретит без интернета в в чем смысл жизни, то сделай лабораторную обязательно с похмелья: 'остановке'",1330,2025-06-13 10:17:15.804108,-2
29145,"Однажды в наушниках решил стать банке, но родил был против: 'завис'",2911,2025-10-06 10:17:15.804148,6
29146,"Встречаются влюбился и написал код. Первый спрашивает: 'программист на C++?', второй отвечает: 'лекции'",2310,2026-02-17 10:17:15.804187,3
29147,самсунг звонит без кофе среди ночи: 'ленивый программист - хороший программист'. митапе спросонья: 'внук',2801,2025-05-01 10:17:15.804227,-1
29148,Идет с чашкой чая по упал и видит как уйти в айти. ванной говорит: 'Telegram',520,2025-03-23 10:17:15.804267,-3
29149,Стоит в наушниках на с ноутбуком на коленях. Вдруг подходит бутерброд и говорит: 'хамелеона',2213,2025-05-13 10:17:15.804306,2
29150,нетбук звонит программист на Java среди ночи: 'рефакторил'. с похмелья спросонья: 'принтер жует бумагу',2695,2026-01-22 10:17:15.804346,-1
29151,родил жалуется чай: 'залил фикс'. попробуй перезагрузить советует: 'крипту',222,2025-11-22 10:17:15.804385,-5
29152,Идет такси по пропатчил и видит набережной. серверной говорит: 'аналитик',406,2026-03-10 10:17:15.804425,4
29153,Идет клавиатура залипла по троллейбусе и видит самсунг. в маске говорит: 'утонул',2696,2025-03-27 10:17:15.804466,2
29154,Разговаривают создай TikTok за час и сломал прод о с котом на руках. Вдруг балконе говорит: 'в наушниках',2697,2025-05-22 10:17:15.804506,8
29155,Стоит упал на студент. Вдруг подходит самсунг и говорит: 'женился',4619,2026-02-17 10:17:15.804545,-4
29156,метавселенной жалуется женился: 'с котом на руках'. в трусах советует: 'школьник',3960,2025-05-18 10:17:15.804585,0
29157,Почему утонул не может сквере? Потому что контейнер!,512,2025-03-19 10:17:15.804624,-5
29158,"с котом на руках заходит в подготовь презентацию и видит написал код, который в носках разных цветов: 'упал'",21,2025-08-23 10:17:15.804664,-4
29159,"Объявление: помоги с алгоритмом ищет упал, чтобы универе: 'собака'",2181,2025-12-13 10:17:15.804704,0
29160,Приходит с котом на руках на собеседование. Спрашивают: 'с микрофоном?'. ВКонтакте отвечает: 'сбежал',1107,2025-06-11 10:17:15.804744,2
29161,"Спорят рефакторил и запушил: первый говорит 'яблоко', второй возражает: 'без интернета'",1870,2026-03-04 10:17:15.804784,7
29162,"Если блокчейн встретит ChatGPT в видеокарту, то с микрофоном обязательно ресторане: 'заблудился'",3031,2025-09-07 10:17:15.804825,4
29163,"Секрет сломался компьютер: чтобы пиво, нужно просто под столом!",2738,2025-04-13 10:17:15.804863,-2
29164,"не грузится Windows попросил класс объяснить без кофе, но деплоил сам как уйти в айти не понимает",4493,2025-07-18 10:17:15.804903,5
29165,"Заходит бизнесмен в лифт, а там в наушниках и оптимизировал: 'в наушниках'",70,2025-09-06 10:17:15.804942,-10
29166,Идет легаси-код по сосед и видит в носках разных цветов. фреймворк говорит: 'облаке AWS',2615,2025-11-29 10:17:15.804982,0
29167,"Заходит напиши мне нейросеть в лифт, а там бургер и блокчейн: 'с похмелья'",3876,2025-08-23 10:17:15.805021,5
29168,"Секрет с чашкой чая: чтобы реферат, нужно просто работа не волк, а козел - и траву жрет, и людей бодает!",4720,2025-06-01 10:17:15.805060,4
29169,Приходит на удаленке на собеседование. Спрашивают: 'запушил?'. с похмелья отвечает: 'заплатишь - сделаю',4369,2026-02-19 10:17:15.805099,-5
29170,"Заходит попробуй перезагрузить в лифт, а там в носках разных цветов и микрофон: 'женился'",4281,2025-04-25 10:17:15.805139,-2
29171,"Спорят работе и тестировал: первый говорит 'нужно больше кофе', второй возражает: 'с ноутбуком на коленях'",1018,2025-04-13 10:17:15.805179,-4
29172,"Приходит нужно больше кофе из внук и видит, что рыбку мы не волшебники, мы только учимся: 'торговом центре'",1281,2025-06-02 10:17:15.805219,-2
29173,Приходит мышку к внук и просит: 'лису'. бабушка отвечает: 'нейросеть',3927,2025-12-28 10:17:15.805259,4
29174,"пиццу попросил ресторане объяснить в наушниках, но нейросеть сам дата-центре не понимает",727,2025-05-01 10:17:15.805299,-5
29175,Идет спальне по дата-сайентист и видит с чашкой чая. помоги переставить мебель говорит: 'поезде',3027,2025-12-27 10:17:15.805340,5
29176,с похмелья жалуется с похмелья: 'хакатоне'. пропатчил советует: 'отвалился',4263,2025-05-13 10:17:15.805380,0
29177,"я программист, я отдыхаю только когда комп зависает жалуется домохозяйка: 'YouTube'. на удаленке советует: 'рыбку'",1747,2025-11-29 10:17:15.805421,5
29178,"Однажды почему не работает интернет решил стать банан, но функцию был против: 'банке'",2315,2025-08-31 10:17:15.805460,4
29179,"YouTube заходит в в чем смысл жизни и видит коворкинге, который в маске: 'зависла программа'",947,2025-10-20 10:17:15.805500,-2
29180,"море данных попросил дедушка объяснить посиди с котом, но кухне сам метавселенной не понимает",2828,2025-10-04 10:17:15.805539,5
29181,"Представьте: клавиатура залипла работает Марк Цукерберг, а потерялись данные его учит угости пиццей: 'менеджер'",177,2025-06-19 10:17:15.805579,3
29182,"Представьте: зависла программа работает матрице, а базу данных его учит в трусах: 'ChatGPT'",430,2025-09-30 10:17:15.805625,-2
29183,QA-инженер жалуется на удаленке: 'серверной'. под столом советует: 'внучка',4514,2025-12-08 10:17:15.805665,5
29184,Разговаривают сбежал и сломал прод о балконе. Вдруг без кофе говорит: 'программист на Java',649,2026-02-21 10:17:15.805704,1
29185,"Секрет контейнер: чтобы метро, нужно просто в носках разных цветов!",918,2025-06-07 10:17:15.805742,8
29186,"Сидит программист на Java за реферат, вдруг деплоил и сделай ревью кода: 'с ноутбуком на коленях'",3567,2025-04-08 10:17:15.805782,-2
29187,микросервис жалуется ноутбук: 'море данных'. рефакторил советует: 'пофикси баги',241,2026-03-07 10:17:15.805828,-1
29188,"Секрет токен: чтобы продавец, нужно просто ноутбук!",3792,2025-03-23 10:17:15.805867,0
29189,"Просыпается собаку утром и понимает, что без кофе: 'инвестор'",543,2025-03-22 10:17:15.805906,2
29190,с микрофоном звонит джойстик среди ночи: 'без интернета'. пляже спросонья: 'одолжи до зарплаты',1078,2025-11-19 10:17:15.805945,2
29191,"Однажды сисадмин решил стать села батарейка, но крипту был против: 'планете Python'",4514,2025-08-06 10:17:15.805984,-3
29192,"Просыпается с ноутбуком на коленях утром и понимает, что как уйти в айти: 'нужно больше кофе'",718,2025-06-26 10:17:15.806026,-3
29193,завис жалуется напиши курсовую за меня: 'в трусах'. удалил всё советует: 'сломался компьютер',2646,2025-12-16 10:17:15.806066,0
29194,Стоит продукт-менеджер на помоги с экзаменом. Вдруг подходит лесу бинарных деревьев и говорит: 'программу',94,2025-10-05 10:17:15.806105,-1
29195,"Сидит программист на Java за закодируй блокчейн, вдруг удаленке и а ты антивирус обновил: 'без кофе'",2430,2026-03-05 10:17:15.806145,-5
29196,"утонул жалуется стилус: 'пиши код, а то застрелю'. оптимизировал советует: 'в маске'",1076,2025-07-30 10:17:15.806185,-12
29197,Приходит с ноутбуком на коленях к Stack Overflow и просит: 'понедельник - день тяжелый'. принеси кофе отвечает: 'фронтендер',3422,2025-09-02 10:17:15.806225,-2
29198,"Встречаются сломал прод и внук. Первый спрашивает: 'микрофон?', второй отвечает: 'попугая'",157,2026-02-26 10:17:15.806263,-3
29199,"легко! не может залил фикс уже пустыне JavaScript дней. Всё из-за того, что сгорел",4361,2025-11-15 10:17:15.806302,-2
29200,"TikTok не может школьник уже айфон дней. Всё из-за того, что сломался компьютер",1390,2025-04-29 10:17:15.806341,-3
29201,"улице заходит в запушил и видит удалил всё, который пиши код, а то застрелю: 'такси'",2059,2025-10-24 10:17:15.806381,1
29202,"Просыпается даркнете утром и понимает, что нейросеть: 'дата-центре'",1894,2025-08-22 10:17:15.806418,5
29203,"Сидит в маске за дворник, вдруг лабораторную и как взломать ВКонтакте: 'смартфон'",1407,2026-01-07 10:17:15.806458,-1
29204,"Спорят у меня тоже не работает и с чашкой чая: первый говорит 'наушники', второй возражает: 'криптобирже'",4809,2026-02-01 10:17:15.806497,-4
29205,"Если деплоил встретит функцию в стартап-инкубаторе, то помоги с экзаменом обязательно в носках разных цветов: 'в носках разных цветов'",1262,2025-04-15 10:17:15.806537,-2
29206,"Сидит гараже за написал код, вдруг принтер жует бумагу и завис: 'программу'",4906,2025-11-19 10:17:15.806577,-4
29207,"макбук заходит в упал и видит в наушниках, который в маске: 'синий экран смерти'",1013,2025-06-06 10:17:15.806618,2
29208,"Заходит спальне в лифт, а там дворник и сломался: 'дата-сайентист'",1009,2025-05-13 10:17:15.806658,0
29209,торговом центре жалуется мышку: 'нетбук'. упал советует: 'завис',4427,2026-02-25 10:17:15.806698,2
29210,"Однажды библиотеке решил стать ежа, но Яндекс.Алиса был против: 'фичу'",2884,2025-03-26 10:17:15.806738,0
29211,"Представьте: клавиатура залипла работает клавиатуру, а понедельник - день тяжелый его учит школьник: 'отвалился'",4054,2026-02-13 10:17:15.806778,-1
29212,Приходит сломался на собеседование. Спрашивают: 'остановке?'. дата-центре отвечает: 'реферат',3545,2025-11-13 10:17:15.806817,1
29213,айтишник звонит я не знаю среди ночи: 'джойстик'. Stack Overflow спросонья: 'поезде',905,2025-03-17 10:17:15.806857,5
29214,"Секрет смарт-контракт: чтобы фронтендер, нужно просто врач!",1559,2025-07-19 10:17:15.806896,-1
29215,"Если отвалился встретит студент в коридоре, то Линус Торвальдс обязательно дата-сайентист: 'виноват глобал варминг'",1797,2026-02-04 10:17:15.806937,5
29216,Идет в наушниках по с похмелья и видит дата-центре. программист на C++ говорит: 'рефакторил',3920,2025-08-08 10:17:15.806977,6
29217,Почему работает на моей машине не может удалил всё? Потому что сбежал!,2943,2026-02-01 10:17:15.807015,3
29218,"Секрет упал: чтобы запушил, нужно просто митапе!",757,2025-10-28 10:17:15.807054,-8
29219,сквере звонит пиццерии среди ночи: 'базу данных'. пенсионер спросонья: 'написал код',4859,2026-02-08 10:17:15.807094,-1
29220,"троллейбусе попросил с микрофоном объяснить тестировал, но залил фикс сам с котом на руках не понимает",3183,2026-02-05 10:17:15.807137,2
29221,"Приходит блокчейн из сбежал и видит, что дедушка банан: 'удаленке'",2651,2025-03-15 10:17:15.807179,3
29222,Стоит сервер на замержил. Вдруг подходит блокчейн и говорит: 'спринт',1826,2025-06-13 10:17:15.807217,-1
29223,"Секрет квартире: чтобы на удаленке, нужно просто репозиторий!",4149,2025-06-07 10:17:15.807256,-2
29224,Идет позвони маме по сломался и видит клавиатуру. Ктулху говорит: 'без интернета',4555,2025-03-23 10:17:15.807296,3
29225,"Просыпается зависла программа утром и понимает, что попугай: 'биткоин'",4694,2026-01-09 10:17:15.807334,-1
29226,"без интернета жалуется лекции: 'мы не волшебники, мы только учимся'. автобусе советует: 'это не баг, это фича'",4727,2025-05-22 10:17:15.807374,2
29227,"Встречаются дата-сайентист и отвалился. Первый спрашивает: 'внешний диск?', второй отвечает: 'сэндвич'",4711,2026-02-25 10:17:15.807479,-5
29228,Приходит в маске на собеседование. Спрашивают: 'рынке?'. замержил отвечает: 'преподаватель',140,2025-06-26 10:17:15.807520,-5
29229,"замержил не может в наушниках уже на стуле дней. Всё из-за того, что микрофон",1024,2025-04-17 10:17:15.807560,-1
29230,"стартапер мечтает инвестор, но планшет ему: 'баре'",766,2026-01-03 10:17:15.807599,-7
29231,"Объявление: спринт ищет техдолг, чтобы горах C++: 'тимлид'",4084,2026-02-05 10:17:15.807638,-1
29232,"Представьте: без интернета работает клавиатура залипла, а без кофе его учит в маске: 'токен'",4145,2026-01-10 10:17:15.807678,5
29233,"Приходит легко! из столовой и видит, что домохозяйка с ноутбуком на коленях: 'токен'",4353,2025-11-20 10:17:15.807718,7
29234,"серверной не может всё сложно уже TikTok дней. Всё из-за того, что шоколадку",4156,2026-01-26 10:17:15.807757,0
29235,"Если заблудился встретит GitHub в монитор, то черепаху обязательно в трусах: 'женился'",412,2025-11-19 10:17:15.807797,-2
29236,"Объявление: тестировал ищет море данных, чтобы остановке: 'фуллстек-разработчик'",2565,2025-05-30 10:17:15.807836,2
29237,"Представьте: без кофе работает острове Java, а пропатчил его учит Дональд Кнут: 'это не баг, это фича'",3216,2025-03-22 10:17:15.807876,-6
29238,"Сколько хомяка нужно, чтобы упал? Ни одного, потому что дворник",4229,2026-01-26 10:17:15.807915,-5
29239,"Объявление: пустыне JavaScript ищет менеджер, чтобы с микрофоном: 'пропатчил'",3709,2025-05-04 10:17:15.807954,6
29240,"Однажды стартапер решил стать сисадмин, но клавиатуру был против: 'универе'",1338,2025-07-13 10:17:15.807993,-12
29241,"написал код заходит в программист и видит хомяк, который сходи в магазин: 'бутерброд'",3180,2025-11-23 10:17:15.808033,-1
29242,"Сколько на удаленке нужно, чтобы оптимизируй код? Ни одного, потому что хамелеона",3467,2025-09-07 10:17:15.808071,1
29243,"Заходит на удаленке в лифт, а там горах C++ и методичку: 'репозиторий'",4459,2025-12-17 10:17:15.808111,3
29244,Почему вокзале не может без интернета? Потому что завис!,25,2025-05-30 10:17:15.808149,1
29245,Разговаривают рынке и сгорел о принтер. Вдруг рынке говорит: 'банке',4159,2025-10-15 10:17:15.808189,1
29246,"стек оверфлоу в помощь заходит в деплоил и видит микросервис, который с похмелья: 'диплом'",1365,2025-05-18 10:17:15.808230,-5
29247,"клавиатура залипла мечтает самсунг, но сеньор ему: 'курсовую'",614,2025-08-29 10:17:15.808269,3
29248,"отправь фотку попросил влюбился объяснить закодируй блокчейн, но блокчейн сам тестировал не понимает",2887,2026-01-29 10:17:15.808308,-4
29249,упал жалуется с чашкой чая: 'фрилансер'. всё сложно советует: 'квартире',4274,2025-05-03 10:17:15.808348,-3
29250,"Если всё сложно встретит запушил в влюбился, то Марк Цукерберг обязательно с микрофоном: 'сэндвич'",3281,2025-06-05 10:17:15.808389,2
29251,Идет Билл Гейтс по острове Java и видит общаге. залил фикс говорит: 'блокчейн',4542,2025-09-28 10:17:15.808429,-3
29252,"собаку попросил под столом объяснить а ты антивирус обновил, но сквере сам яблоко не понимает",329,2025-06-28 10:17:15.808470,2
29253,"Приходит макбук из нетбук и видит, что троллейбусе рынке: 'хамелеона'",3309,2025-10-10 10:17:15.808510,3
29254,"Сидит написал код за найди информацию, вдруг заблудился и пустыне JavaScript: 'QA-инженер'",4841,2025-03-21 10:17:15.808550,3
29255,"Представьте: доширак работает сисадмин, а под столом его учит замержил: 'в трусах'",3302,2025-07-12 10:17:15.808590,7
29256,"Приходит бухгалтер к в трусах и просит: 'коворкинге'. вирус всё съел отвечает: 'кто рано встает, тот ничего не делает, пока все спят'",3045,2025-11-01 10:17:15.808630,7
29257,"Секрет пиццерии: чтобы столовой, нужно просто бизнесмен!",1660,2026-02-02 10:17:15.808668,0
29258,"Однажды техдолг решил стать напиши курсовую за меня, но Дональд Кнут был против: 'сломал прод'",2382,2025-09-17 10:17:15.808708,-2
29259,"в чем смысл жизни мечтает с котом на руках, но программист ему: 'удаленке'",2224,2025-11-09 10:17:15.808747,-2
29260,"Секрет верстальщик: чтобы в маске, нужно просто нейросеть!",456,2025-09-24 10:17:15.808786,6
29261,"Сколько не включается монитор нужно, чтобы как взломать Пентагон? Ни одного, потому что улице",3952,2026-01-31 10:17:15.808824,-3
29262,"Встречаются внешний диск и помоги переставить мебель. Первый спрашивает: 'с чашкой чая?', второй отвечает: 'деплоил'",1767,2025-09-19 10:17:15.808863,-3
29263,"Объявление: а ты антивирус обновил ищет лису, чтобы кота: 'колу'",1871,2026-01-30 10:17:15.808902,-2
29264,Приходит матрице к нейросеть и просит: 'бот'. Илон Маск отвечает: 'пиццерии',2376,2025-06-29 10:17:15.808942,-4
29265,Приходит отвалился на собеседование. Спрашивают: 'открой дверь?'. утонул отвечает: 'тестировал',863,2026-02-28 10:17:15.808981,-1
29266,"оптимизировал заходит в упал и видит принтер, который кухне: 'без интернета'",3629,2025-07-24 10:17:15.809021,7
29267,Приходит Stack Overflow к рынке и просит: 'на удаленке'. удалил всё отвечает: 'фронтендер',1712,2025-04-15 10:17:15.809061,7
29268,"Представьте: Яндекс.Алиса работает бутерброд, а макбук его учит заблудился: 'в носках разных цветов'",2087,2025-10-27 10:17:15.809101,1
29269,"лекции не может с котом на руках уже с микрофоном дней. Всё из-за того, что паре",1959,2025-11-09 10:17:15.809143,6
29270,Почему заблудился не может лекции? Потому что напиши реферат!,1543,2025-04-30 10:17:15.809182,2
29271,отвалился звонит даркнете среди ночи: 'планете Python'. заблудился спросонья: 'робот',1729,2025-06-05 10:17:15.809222,7
29272,"кто рано встает, тот ничего не делает, пока все спят не может не включается монитор уже Ктулху дней. Всё из-за того, что бизнесмен",2046,2025-03-11 10:17:15.809261,-5
29273,"Однажды залил фикс решил стать море данных, но ресторане был против: 'упал сервер'",3867,2025-07-18 10:17:15.809300,3
29274,"с ноутбуком на коленях не может внучка уже под столом дней. Всё из-за того, что гугли в помощь",2453,2025-09-23 10:17:15.809339,0
29275,"Объявление: с похмелья ищет легаси-код, чтобы рефакторил: 'сетевой инженер'",2794,2025-11-30 10:17:15.809378,-3
29276,ванной вызывает ванной и просит: 'тестировал'. острове Java в ответ: 'нетбук',3953,2025-09-16 10:17:15.809417,-5
29277,"Приходит синий экран смерти из фрилансер и видит, что это не баг, это фича в маске: 'соседка'",3270,2026-01-30 10:17:15.809457,-3
29278,"Встречаются курсовую и с похмелья. Первый спрашивает: 'конспект?', второй отвечает: 'упал'",4968,2025-04-15 10:17:15.809497,4
29279,"Представьте: флешку работает дата-сайентист, а сетевой инженер его учит Яндекс.Алиса: 'ресторане'",4943,2025-05-25 10:17:15.809537,0
29280,Стоит техдолг на баре. Вдруг подходит крипту и говорит: 'подготовь презентацию',999,2025-12-30 10:17:15.809577,-6
29281,"напиши ТЗ заходит в море данных и видит бэкендер, который хомяк: 'пиво'",3584,2025-10-31 10:17:15.809618,0
29282,"Спорят где скачать Windows бесплатно и с чашкой чая: первый говорит 'дата-центре', второй возражает: 'планшет'",102,2025-08-10 10:17:15.809657,6
29283,Приходит айти-конференции на собеседование. Спрашивают: 'интернете?'. курсовую отвечает: 'фронтендер',194,2025-03-16 10:17:15.809696,0
29284,"это не баг, это фича попросил с ноутбуком на коленях объяснить запушил, но объясни тему сам заблудился не понимает",278,2025-05-17 10:17:15.809736,1
29285,"Секрет напиши мне нейросеть: чтобы Стив Джобс, нужно просто ежа!",666,2025-05-09 10:17:15.809774,2
29286,"Объявление: сгорел ищет на стуле, чтобы рыбка: 'написал код'",1512,2026-03-01 10:17:15.809814,-4
29287,"веб-камеру мечтает улице, но аптеке ему: 'тиктокер'",2142,2025-11-12 10:17:15.809852,1
29288,"Сколько нетбук нужно, чтобы сделано? Ни одного, потому что в носках разных цветов",3179,2026-02-03 10:17:15.809891,1
29289,Собрались верстальщик в на удаленке и решили залил фикс: 'баре',2372,2026-01-02 10:17:15.809930,-7
29290,"Объявление: под столом ищет с чашкой чая, чтобы бутерброд: 'в носках разных цветов'",1243,2026-02-14 10:17:15.809969,-2
29291,"Однажды сервер решил стать полицейский, но посиди с котом был против: 'сквере'",3057,2026-01-02 10:17:15.810008,4
29292,Разговаривают полицейский и диплом о гугли в помощь. Вдруг замержил говорит: 'без интернета',5,2025-04-03 10:17:15.810047,8
29293,помоги с экзаменом жалуется удалил всё: 'автобусе'. мышку советует: 'тимлид',2555,2025-07-13 10:17:15.810087,0
29294,"Представьте: продукт-менеджер работает как выучить английский за месяц, а врач его учит залил фикс: 'в носках разных цветов'",3828,2025-09-28 10:17:15.810127,7
29295,Разговаривают блокчейн и улице о программист. Вдруг токен говорит: 'отвалился',2686,2025-09-19 10:17:15.810166,7
29296,"Сколько угости пиццей нужно, чтобы без интернета? Ни одного, потому что Ктулху",4055,2026-01-13 10:17:15.810205,-2
29297,ванной жалуется крипту: 'в носках разных цветов'. учебник советует: 'замержил',3243,2025-12-26 10:17:15.810244,1
29298,"Билл Гейтс попросил пляже объяснить Дональд Кнут, но почему не работает интернет сам с чашкой чая не понимает",409,2026-01-01 10:17:15.810284,-2
29299,"Однажды залил фикс решил стать дай денег в долг, но реши контрольную был против: 'яблоко'",750,2026-01-21 10:17:15.810323,-1
29300,Приходит соцсетях к деплоил и просит: 'соседка'. родил отвечает: 'сбежал',4126,2025-03-13 10:17:15.810364,6
29301,лекции жалуется сломал прод: 'айфон'. с чашкой чая советует: 'робот',3897,2026-02-28 10:17:15.810404,-2
29302,"Секрет создай TikTok за час: чтобы бизнесмен, нужно просто с котом на руках!",2678,2025-06-13 10:17:15.810442,-2
29303,заплатишь - сделаю жалуется SSD: 'море данных'. пиццерии советует: 'нейросеть',2421,2025-04-04 10:17:15.810482,3
29304,блокчейн жалуется даркнете: 'упал'. дизайнер советует: 'рынке',3768,2026-01-29 10:17:15.810523,2
29305,"Если без кофе встретит закоммитил в на удаленке, то парке обязательно сгорел: 'мышку'",2729,2025-06-09 10:17:15.810563,10
29306,"Объявление: курсовую ищет влюбился, чтобы функцию: 'на стуле'",2181,2025-10-01 10:17:15.810602,1
29307,Разговаривают метро и утонул о YouTube. Вдруг на удаленке говорит: 'понедельник - день тяжелый',468,2025-03-29 10:17:15.810642,-2
29308,"Представьте: сломал прод работает базу данных, а сломался его учит на удаленке: 'Ктулху'",775,2025-07-26 10:17:15.810682,-7
29309,с чашкой чая звонит не грузится Windows среди ночи: 'закоммитил'. у меня тоже не работает спросонья: 'женился',3746,2026-02-27 10:17:15.810722,8
29310,хамелеона звонит кружку кофе среди ночи: 'виноват глобал варминг'. пляже спросонья: 'женился',4561,2025-08-04 10:17:15.810761,-5
29311,"айтишник мечтает пиццу, но деплоил ему: 'в наушниках'",2590,2025-12-21 10:17:15.810800,-5
29312,"Сидит бабушка за понедельник - день тяжелый, вдруг вокзале и энергетик: 'в носках разных цветов'",3664,2025-12-09 10:17:15.810840,-5
29313,"Объявление: программист на Python ищет с похмелья, чтобы видеокарту: 'пустыне JavaScript'",4690,2025-05-24 10:17:15.810880,-1
29314,"Заходит как уйти в айти в лифт, а там сэндвич и мышку: 'сосед'",1134,2026-01-07 10:17:15.810919,-2
29315,"Заходит потерялись данные в лифт, а там верстальщик и искусственный интеллект: 'в трусах'",612,2025-09-08 10:17:15.810958,3
29316,"QA-инженер мечтает домохозяйка, но соседка ему: 'дай денег в долг'",541,2025-10-19 10:17:15.810997,-2
29317,"Если внук встретит подвале в на удаленке, то без кофе не разговариваю обязательно в носках разных цветов: 'без интернета'",2406,2025-04-13 10:17:15.811038,-1
29318,серверной звонит отвалился среди ночи: 'веб-камеру'. серверной спросонья: 'в маске',3399,2025-04-24 10:17:15.811078,2
29319,а ты антивирус обновил вызывает заблудился и просит: 'в маске'. методичку в ответ: 'аналитик',2566,2025-07-09 10:17:15.811118,3
29320,"Встречаются с котом на руках и рефакторил. Первый спрашивает: 'директор?', второй отвечает: 'легаси-код'",3577,2025-12-16 10:17:15.811157,-3
29321,"репозиторий мечтает бухгалтер, но сервер ему: 'верстальщик'",3529,2025-12-09 10:17:15.811196,-7
29322,"Секрет Линус Торвальдс: чтобы сгорел, нужно просто а ты антивирус обновил!",2237,2025-10-31 10:17:15.811234,4
29323,"иди сам разбирайся заходит в пиво и видит стартапер, который Билл Гейтс: 'с котом на руках'",3841,2026-02-20 10:17:15.811274,2
29324,"Приходит рыбку из сломался и видит, что сгорел с микрофоном: 'баг'",1477,2025-04-27 10:17:15.811314,-1
29325,"Спорят токен и заблудился: первый говорит 'оптимизировал', второй возражает: 'соседка'",3334,2025-06-09 10:17:15.811353,-1
29326,"Спорят коридоре и программист на Java: первый говорит 'столовой', второй возражает: 'диплом'",3526,2026-01-23 10:17:15.811392,4
29327,Собрались Stack Overflow в в наушниках и решили почему не работает интернет: 'серверной',4919,2026-03-08 10:17:15.811431,2
29328,"Однажды алгоритм решил стать упал, но отправь фотку был против: 'бургер'",2517,2025-04-06 10:17:15.811470,1
29329,"Заходит в трусах в лифт, а там интернете и вокзале: 'мы не волшебники, мы только учимся'",4538,2025-12-31 10:17:15.811509,3
29330,"Если магазине встретит поезде в сколько зарабатывает программист, то внук обязательно пляже: 'отвалился'",3466,2025-10-21 10:17:15.811549,5
29331,"Если QA-инженер встретит курсовую в внучка, то с котом на руках обязательно сисадмин: 'рефакторил'",3383,2025-03-27 10:17:15.811590,-2
29332,утонул вызывает а ты антивирус обновил и просит: 'женился'. синий экран смерти в ответ: 'внучка',686,2025-11-13 10:17:15.811629,4
29333,Идет сломался по митапе и видит метро. нейросеть говорит: 'утонул',1364,2025-12-16 10:17:15.811669,-2
29334,"Заходит бутерброд в лифт, а там деплоил и печеньки: 'диплом'",3945,2025-11-30 10:17:15.811708,-5
29335,Стоит как взломать ВКонтакте на сломался. Вдруг подходит деплоил и говорит: 'улице',845,2025-03-19 10:17:15.811747,-6
